nitrogen,fosfor,kalium,plant_age,fase,ec,soil_moisture,recommendation
85,162,87,68,2,22.91,55.6,10
86,162,88,68,2,22.85,54.9,10
85,163,87,68,2,22.9,54.7,10
85,163,88,68,2,22.77,56.1,10
85,161,86,68,2,22.68,54.5,10
85,163,86,68,2,22.96,54.6,10
86,162,87,68,2,23.04,56.4,10
85,163,86,68,2,23.01,53.4,10
84,163,87,68,2,22.97,54.2,10
84,162,90,68,2,22.98,56.3,10
86,160,87,68,2,22.95,54.2,10
85,161,88,68,2,22.96,53.0,10
85,161,88,68,2,23.05,53.1,10
86,159,88,68,2,23.0,53.9,10
85,163,88,68,2,22.94,53.2,10
85,161,89,68,2,22.94,53.8,10
85,162,88,68,2,23.05,55.1,10
85,161,89,68,2,23.0,54.3,10
87,163,89,68,2,23.08,54.6,10
85,161,87,68,2,22.85,52.5,10
85,161,89,68,2,23.01,54.0,10
84,161,88,68,2,23.0,53.6,10
86,161,89,68,2,23.0,53.4,10
84,163,90,68,2,23.09,52.3,10
86,161,88,68,2,23.03,53.8,10
87,161,87,68,2,23.2,52.5,10
85,161,89,68,2,23.14,52.7,10
85,163,88,68,2,23.01,50.9,10
86,163,89,69,2,23.24,51.6,10
85,161,89,69,2,23.05,86.1,10
85,163,90,69,2,22.73,87.3,10
87,160,88,69,2,22.76,87.7,10
87,160,88,69,2,22.56,86.7,10
86,163,89,69,2,22.63,85.8,10
85,163,85,69,2,22.75,85.3,10
86,162,87,69,2,22.49,86.3,10
86,162,87,69,2,22.56,82.6,10
85,162,87,69,2,22.72,84.2,10
85,161,87,69,2,22.7,83.8,10
86,161,88,69,2,22.72,79.7,10
85,162,88,69,2,22.85,81.2,10
85,162,87,69,2,22.67,79.1,10
87,161,88,69,2,22.82,77.1,10
85,161,88,69,2,22.75,75.9,10
84,160,87,69,2,22.81,76.7,10
85,162,88,69,2,22.76,75.3,10
84,162,87,69,2,22.79,70.6,10
86,162,87,69,2,22.92,71.9,10
86,161,86,69,2,22.79,71.2,10
86,161,86,69,2,22.89,72.2,10
84,161,85,69,2,22.82,71.2,10
85,161,86,69,2,22.8,67.1,10
85,160,87,69,2,22.98,68.0,10
84,158,87,69,2,22.8,65.1,10
86,162,86,69,2,23.04,65.0,10
86,162,88,69,2,22.81,63.6,10
84,161,86,69,2,22.97,66.3,10
85,161,87,69,2,22.81,62.3,10
84,159,87,69,2,23.01,63.1,10
85,161,87,69,2,22.87,61.7,10
85,161,87,69,2,23.06,62.7,10
84,160,87,69,2,23.02,60.2,10
84,161,87,69,2,23.15,59.9,10
86,161,87,69,2,23.05,59.8,10
85,161,88,69,2,22.93,59.6,10
86,159,86,69,2,22.96,60.0,10
85,160,87,69,2,22.88,57.9,10
84,163,86,69,2,23.04,59.0,10
85,161,86,69,2,23.03,58.3,10
84,159,87,69,2,23.05,56.7,10
85,160,85,69,2,23.07,58.6,10
85,160,86,69,2,23.09,57.6,10
85,160,85,69,2,23.05,57.5,10
85,160,86,69,2,23.08,57.7,10
85,161,86,69,2,22.98,57.5,10
84,160,86,69,2,23.22,57.2,10
85,159,86,69,2,22.99,55.1,10
85,160,86,69,2,23.05,55.5,10
85,159,86,69,2,23.14,55.9,10
85,161,85,69,2,23.22,56.1,10
84,161,87,69,2,23.21,55.7,10
84,159,87,69,2,23.2,55.6,10
85,160,86,69,2,23.2,55.1,10
86,162,87,69,2,23.22,55.6,10
86,163,86,69,2,23.03,86.6,10
85,159,86,69,2,23.24,86.3,10
85,161,86,69,2,23.01,86.4,10
86,161,86,69,2,22.83,83.4,10
86,161,86,69,2,23.0,81.9,10
85,159,85,69,2,23.0,78.4,10
85,161,86,69,2,23.09,79.7,10
86,162,84,69,2,22.9,79.5,10
86,161,86,69,2,23.03,76.4,10
86,160,86,69,2,22.88,77.4,10
86,161,85,69,2,22.8,75.7,10
85,160,85,69,2,22.93,75.8,10
86,160,85,69,2,22.92,73.2,10
84,160,86,69,2,22.89,71.8,10
85,158,86,69,2,22.94,72.3,10
86,160,86,69,2,23.05,71.4,10
85,160,86,69,2,23.03,69.2,10
85,161,86,69,2,23.13,69.3,10
85,161,86,69,2,23.03,69.0,10
86,160,87,69,2,23.2,67.6,10
84,159,86,69,2,23.14,67.0,10
85,158,86,69,2,23.1,67.4,10
85,159,85,69,2,23.03,64.1,10
86,160,87,69,2,23.04,64.6,10
85,159,86,69,2,23.14,63.6,10
83,159,86,69,2,23.18,63.2,10
82,159,85,69,2,23.2,63.5,10
86,159,87,69,2,23.16,63.0,10
87,159,86,69,2,23.18,62.2,10
86,157,87,69,2,23.3,62.3,10
85,160,86,69,2,23.17,61.0,10
86,158,87,69,2,23.18,61.3,10
85,159,86,69,2,23.3,58.6,10
85,159,87,69,2,23.42,59.0,10
85,159,86,69,2,23.39,60.9,10
84,159,85,69,2,23.25,58.7,10
84,158,88,69,2,23.29,59.8,10
83,161,88,69,2,23.27,59.0,10
87,161,86,69,2,23.3,58.4,10
85,161,88,69,2,23.29,57.4,10
85,160,88,69,2,23.25,57.0,10
84,159,87,69,2,23.43,55.9,10
84,160,87,69,2,23.26,56.6,10
86,161,87,69,2,23.33,54.8,10
85,161,88,69,2,23.27,55.7,10
84,160,87,69,2,23.24,55.8,10
86,162,88,69,2,23.51,56.1,10
85,160,89,69,2,23.27,56.5,10
85,158,89,69,2,23.31,56.0,10
84,161,88,69,2,23.38,54.8,10
83,161,86,69,2,23.25,55.6,10
84,159,88,69,2,23.35,54.4,10
83,160,89,69,2,23.47,55.1,10
82,159,89,69,2,23.39,54.5,10
84,160,88,69,2,23.51,54.0,10
86,159,88,69,2,23.54,54.3,10
84,160,89,69,2,23.35,55.3,10
85,159,88,69,2,23.26,53.5,10
83,159,87,69,2,23.38,55.1,10
84,159,89,69,2,23.29,53.8,10
81,160,87,69,2,23.22,53.5,10
85,161,88,69,2,23.27,52.9,10
84,159,90,69,2,23.38,53.5,10
85,159,87,69,2,23.4,53.4,10
86,160,87,69,2,23.31,54.6,10
82,160,87,69,2,23.38,53.7,10
84,160,89,69,2,23.21,51.9,10
84,160,87,69,2,23.25,53.7,10
84,159,88,69,2,23.5,52.6,10
85,160,88,69,2,23.34,53.5,10
85,159,88,69,2,23.38,51.7,10
84,158,88,69,2,23.17,53.2,10
84,159,89,69,2,23.54,53.7,10
84,160,88,69,2,23.33,53.6,10
84,158,88,69,2,23.23,53.9,10
83,159,87,69,2,23.3,52.7,10
83,160,89,69,2,23.32,53.0,10
85,158,89,69,2,23.24,51.7,10
84,161,86,69,2,23.29,53.1,10
84,161,88,69,2,23.42,51.8,10
85,160,86,69,2,23.41,52.4,10
85,161,87,69,2,23.47,51.5,10
85,159,89,69,2,23.55,52.2,10
84,160,87,69,2,23.36,53.6,10
85,161,88,69,2,23.55,51.8,10
84,161,87,69,2,23.36,51.9,10
84,160,86,69,2,23.56,53.3,10
85,159,86,69,2,23.41,52.4,10
84,160,87,69,2,23.47,52.1,10
83,159,87,69,2,23.35,52.3,10
85,160,87,69,2,23.44,52.4,10
84,158,87,69,2,23.32,51.6,10
84,159,87,69,2,23.42,51.7,10
84,159,86,69,2,23.41,52.3,10
84,157,86,69,2,23.48,52.0,10
85,156,87,69,2,23.45,52.7,10
83,160,86,69,2,23.36,51.1,10
84,159,86,69,2,23.5,54.1,10
85,157,87,69,2,23.51,52.1,10
85,157,87,69,2,23.51,54.5,10
84,158,86,69,2,23.49,52.6,10
85,158,85,69,2,23.46,53.9,10
84,158,87,69,2,23.49,53.8,10
84,157,87,69,2,23.72,52.5,10
84,156,86,69,2,23.46,55.2,10
85,156,86,69,2,23.51,53.6,10
85,156,87,69,2,23.41,55.5,10
84,158,86,69,2,23.52,52.9,10
84,156,86,69,2,23.33,55.0,10
85,156,87,69,2,23.6,55.3,10
85,155,87,69,2,23.37,55.2,10
84,158,86,69,2,23.47,56.4,10
85,155,88,69,2,23.46,55.1,10
85,157,86,69,2,23.47,56.2,10
84,156,88,69,2,23.43,55.5,10
85,155,86,69,2,23.53,56.1,10
84,157,88,69,2,23.4,55.6,10
85,156,87,69,2,23.46,55.7,10
84,155,87,69,2,23.53,55.8,10
85,156,88,69,2,23.43,55.5,10
83,156,88,69,2,23.36,56.2,10
84,156,89,69,2,23.49,55.8,10
85,156,89,69,2,23.53,56.2,10
83,155,87,69,2,23.49,58.0,10
83,157,88,69,2,23.4,58.1,10
84,156,88,69,2,23.38,57.0,10
83,156,86,69,2,23.44,56.1,10
84,155,87,69,2,23.66,56.0,10
84,154,87,69,2,23.51,57.3,10
83,157,87,69,2,23.46,56.7,10
82,156,86,69,2,23.33,56.6,10
84,156,87,69,2,23.35,58.0,10
83,157,87,69,2,23.39,57.2,10
82,155,87,69,2,23.44,58.1,10
85,156,87,69,2,23.37,58.1,10
84,156,87,69,2,23.55,58.9,10
83,156,87,69,2,23.33,56.6,10
83,155,87,69,2,23.57,57.8,10
84,155,88,69,2,23.4,57.1,10
84,154,86,69,2,23.38,57.6,10
85,157,88,69,2,23.31,56.7,10
83,155,85,69,2,23.19,57.1,10
84,154,85,69,2,23.55,57.9,10
83,158,86,69,2,23.4,58.4,10
84,156,86,69,2,23.42,56.7,10
85,155,86,69,2,23.42,57.0,10
84,155,85,69,2,23.46,57.2,10
85,157,86,69,2,23.44,58.2,10
84,156,86,69,2,23.45,58.2,10
83,156,85,69,2,23.64,58.4,10
85,155,85,69,2,23.28,58.7,10
85,157,86,69,2,23.38,59.4,10
83,156,85,69,2,23.39,60.6,10
83,155,85,69,2,23.46,59.8,10
85,155,85,69,2,23.4,59.0,10
82,157,85,69,2,23.5,57.4,10
83,157,84,69,2,23.39,59.8,10
84,156,86,69,2,23.51,59.1,10
84,156,84,69,2,23.41,58.7,10
85,155,84,69,2,23.4,57.9,10
84,156,85,69,2,23.37,56.4,10
83,154,82,69,2,23.5,58.1,10
85,155,84,69,2,23.47,58.7,10
83,156,85,69,2,23.38,59.1,10
84,156,83,69,2,23.45,58.3,10
85,155,84,69,2,23.44,58.6,10
84,157,83,69,2,23.42,59.5,10
82,157,84,69,2,23.49,58.0,10
83,155,85,69,2,23.5,57.8,10
84,155,84,69,2,23.65,57.6,10
85,157,84,69,2,23.61,57.1,10
84,157,85,69,2,23.38,57.8,10
85,156,82,69,2,23.45,58.6,10
86,156,84,69,2,23.53,58.0,10
84,157,83,69,2,23.36,57.4,10
83,154,85,69,2,23.54,58.0,10
83,156,84,69,2,23.5,57.3,10
84,156,83,69,2,23.51,56.7,10
84,156,84,69,2,23.53,58.4,10
86,155,83,69,2,23.4,57.6,10
84,157,84,69,2,23.45,58.3,10
83,156,83,69,2,23.55,57.6,10
85,155,83,69,2,23.52,57.7,10
84,156,84,69,2,23.51,56.4,10
84,158,83,69,2,23.61,56.3,10
85,155,83,69,2,23.52,57.2,10
85,155,83,69,2,23.63,56.9,10
84,156,83,69,2,23.53,56.9,10
84,156,83,69,2,23.63,58.4,10
83,156,83,69,2,23.51,55.4,10
84,158,83,69,2,23.56,56.4,10
85,155,83,69,2,23.64,56.7,10
85,154,83,69,2,23.67,56.8,10
84,155,84,69,2,23.53,57.1,10
84,156,82,69,2,23.66,57.8,10
85,154,82,69,2,23.61,56.6,10
0,0,0,69,2,0.0,0.0,7
83,154,83,69,2,23.65,55.2,10
84,157,84,69,2,23.67,55.1,10
84,156,82,69,2,23.66,54.6,10
85,154,82,69,2,23.6,56.0,10
86,155,81,69,2,23.79,54.4,10
83,154,82,69,2,23.59,55.4,10
85,154,82,69,2,23.71,56.7,10
84,155,80,69,2,23.73,55.7,10
83,153,81,69,2,23.72,55.0,10
83,156,82,69,2,23.75,55.3,10
85,154,83,69,2,23.64,55.4,10
84,156,81,69,2,23.68,54.3,10
85,155,82,69,2,23.59,54.5,10
84,155,82,69,2,23.62,55.0,10
83,152,82,69,2,23.64,54.9,10
85,155,80,69,2,23.79,54.6,10
84,155,82,69,2,23.86,54.4,10
85,156,81,69,2,23.78,54.8,10
84,157,83,69,2,23.6,54.0,10
84,155,83,69,2,23.81,53.6,10
84,156,82,69,2,23.82,53.3,10
84,156,83,69,2,23.85,55.4,10
84,154,82,69,2,23.81,54.2,10
85,155,82,69,2,23.93,54.4,10
83,156,83,69,2,23.81,53.2,10
85,155,82,69,2,23.89,53.1,10
83,155,82,69,2,23.85,53.9,10
82,156,81,69,2,23.92,53.5,10
86,155,82,69,2,23.78,53.7,10
85,155,82,69,2,23.87,54.3,10
83,153,82,69,2,23.85,52.2,10
83,154,82,69,2,23.86,53.1,10
83,155,82,69,2,23.86,52.9,10
83,154,81,69,2,23.77,53.9,10
84,154,81,69,2,23.73,52.5,10
84,153,82,70,2,23.49,52.7,10
85,154,80,70,2,23.2,52.8,10
84,153,81,70,2,23.46,52.6,10
82,155,80,70,2,23.42,88.7,10
84,153,82,70,2,23.42,89.3,10
83,153,81,70,2,23.49,87.4,10
85,154,81,70,2,23.51,85.1,10
82,154,82,70,2,23.48,83.6,10
84,154,81,70,2,23.42,82.1,10
83,153,81,70,2,23.46,82.2,10
83,154,82,70,2,23.52,81.8,10
83,153,81,70,2,23.64,83.2,10
84,153,81,70,2,23.39,80.8,10
83,153,83,70,2,23.43,78.8,10
84,153,82,70,2,23.61,77.1,10
83,153,82,70,2,23.6,77.5,10
85,153,81,70,2,23.64,74.6,10
81,151,82,70,2,23.66,72.7,10
81,153,81,70,2,23.62,73.4,10
83,151,81,70,2,23.74,73.3,10
84,153,81,70,2,23.73,70.9,10
84,152,82,70,2,23.61,70.6,10
84,154,81,70,2,23.63,67.4,10
83,152,82,70,2,23.62,67.3,10
83,153,82,70,2,23.72,66.6,10
83,153,83,70,2,23.55,67.9,10
84,154,82,70,2,23.63,64.6,10
84,155,82,70,2,23.67,64.3,10
84,153,82,70,2,23.59,62.9,10
84,153,82,70,2,23.85,64.1,10
83,154,83,70,2,23.57,63.8,10
83,153,82,70,2,23.59,64.4,10
84,154,83,70,2,23.72,63.0,10
83,153,84,70,2,23.73,60.7,10
84,153,82,70,2,23.91,62.3,10
83,153,84,70,2,23.75,62.0,10
84,155,83,70,2,23.7,61.0,10
84,154,84,70,2,23.76,61.1,10
84,154,83,70,2,23.81,61.7,10
83,154,82,70,2,23.81,61.6,10
84,154,82,70,2,23.78,60.0,10
84,153,83,70,2,23.75,61.0,10
84,153,82,70,2,23.52,59.7,10
84,153,82,70,2,23.82,59.9,10
85,154,83,70,2,23.74,59.2,10
83,154,82,70,2,23.77,58.3,10
83,154,83,70,2,23.84,58.5,10
84,154,83,70,2,23.86,58.6,10
82,154,83,70,2,23.83,58.0,10
83,154,82,70,2,23.75,57.7,10
83,154,84,70,2,23.86,58.6,10
83,153,83,70,2,23.88,58.1,10
85,155,82,70,2,23.86,56.8,10
83,153,82,70,2,23.77,57.1,10
83,154,83,70,2,23.78,58.4,10
83,152,84,70,2,23.82,86.0,10
84,152,82,70,2,23.46,89.1,10
84,153,83,70,2,23.48,89.3,10
83,153,83,70,2,23.41,81.3,10
83,151,83,70,2,23.58,81.9,10
83,153,84,70,2,23.51,82.4,10
82,152,84,70,2,23.41,79.1,10
83,153,84,70,2,23.6,78.8,10
82,153,84,70,2,23.58,78.2,10
83,156,84,70,2,23.42,77.2,10
82,153,85,70,2,23.67,75.8,10
83,158,84,70,2,23.59,77.7,10
