jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,plant_age
17,79.5,29.2,31.7,67.7,67.2,80.7,111.7,2.67,101
18,77.9,28.6,30.4,70.2,67.0,76.2,109.7,2.81,101
19,78.1,28.3,30.0,67.6,65.4,76.2,109.5,2.65,101
20,76.6,28.4,28.4,69.9,66.3,75.4,108.1,2.64,101
21,75.5,27.9,26.2,74.8,65.9,73.3,111.6,2.79,101
22,74.7,27.6,26.4,74.6,69.3,74.1,108.6,2.94,101
23,73.2,27.7,25.9,76.3,68.2,73.5,108.1,2.96,101
0,73.0,26.6,26.4,79.5,69.2,73.2,108.2,2.92,102
1,71.6,26.3,25.7,75.2,70.9,73.0,110.8,2.96,102
2,70.3,26.1,24.7,82.0,68.2,74.3,104.7,2.62,102
3,70.0,25.6,23.4,80.2,70.3,76.8,104.2,2.76,102
4,68.7,25.2,24.1,77.7,73.6,80.1,102.8,2.94,102
5,66.8,24.8,24.0,81.7,74.2,80.1,103.7,2.79,102
6,77.5,24.5,24.7,81.4,69.1,82.6,104.8,2.83,102
7,76.0,24.9,25.0,78.7,70.7,82.9,104.1,2.97,102
8,75.1,25.6,27.7,72.9,69.6,84.5,103.1,2.88,102
9,73.1,26.3,28.7,71.9,68.9,80.7,106.6,2.73,102
10,71.8,25.8,30.6,69.0,65.9,83.4,109.9,2.92,102
11,70.1,26.8,29.9,63.4,64.5,85.8,109.8,2.92,102
12,80.0,27.6,30.9,69.1,66.7,85.4,113.3,2.92,102
13,77.4,28.2,34.9,62.2,65.7,86.8,116.8,2.89,102
14,76.1,28.2,31.2,67.9,62.7,87.1,119.7,2.9,102
15,86.6,29.2,31.9,64.6,60.0,86.3,122.3,3.0,102
16,84.5,29.3,31.6,66.0,62.0,88.1,119.9,2.83,102
17,81.5,28.3,29.9,66.2,64.0,87.9,120.0,2.9,102
18,81.4,29.0,31.4,70.5,62.2,87.9,119.7,2.8,102
19,79.9,28.8,29.2,72.7,64.8,86.5,122.7,2.72,102
20,81.0,28.0,28.5,71.5,62.7,85.2,124.8,2.62,102
21,80.8,27.6,29.0,71.7,63.5,83.3,123.3,2.56,102
22,79.6,28.1,26.1,73.2,64.7,81.5,121.6,2.35,102
23,78.2,27.5,25.6,77.2,67.5,78.0,121.7,2.47,102
0,76.9,27.6,25.0,73.3,65.7,78.6,119.1,2.52,103
1,77.1,25.9,23.7,75.6,62.2,77.9,119.5,2.4,103
2,75.2,25.8,24.6,79.3,65.2,72.6,119.9,2.31,103
3,74.4,25.4,24.5,80.4,65.7,73.5,118.7,2.42,103
4,73.0,25.1,24.1,79.1,66.5,72.6,116.7,2.64,103
5,71.8,24.9,24.8,78.7,65.3,76.0,114.9,2.53,103
6,82.2,25.0,25.6,75.0,65.5,71.2,112.7,2.5,103
7,80.2,24.4,26.3,75.3,62.7,72.9,115.9,2.3,103
8,78.0,24.8,27.1,73.1,63.5,71.9,114.1,2.51,103
9,75.6,25.2,29.7,71.1,68.0,70.8,117.9,2.53,103
10,73.4,26.4,29.4,69.0,66.0,73.7,116.3,2.65,103
11,71.5,26.6,32.2,62.4,65.9,73.4,115.0,2.64,103
12,81.1,27.5,31.6,67.3,63.3,73.0,116.1,2.5,103
13,79.9,27.9,32.6,60.2,63.6,73.2,115.8,2.58,103
14,77.7,28.2,33.4,65.1,65.2,72.0,116.9,2.36,103
15,88.5,28.8,29.8,63.9,66.8,73.2,116.9,2.38,103
16,86.5,29.4,31.1,67.3,66.1,74.1,115.5,2.4,103
17,84.4,29.4,30.4,67.6,63.8,71.6,115.9,2.51,103
18,83.1,29.3,31.4,67.7,63.1,66.4,114.7,2.47,103
19,83.2,29.5,28.9,69.0,60.5,69.4,113.1,2.51,103
20,81.8,29.2,30.6,68.2,61.9,69.5,109.6,2.62,103
21,81.1,28.0,26.4,72.7,65.5,70.6,106.7,2.65,103
22,79.9,27.6,27.0,73.2,66.0,73.9,104.1,2.63,103
23,79.3,27.3,25.7,74.3,64.1,75.6,102.7,2.61,103
0,78.7,26.9,25.7,75.3,65.6,77.7,106.7,2.66,104
1,77.5,26.2,24.3,78.5,65.0,80.4,103.5,2.79,104
2,76.4,25.4,24.0,78.5,67.1,80.0,105.7,2.78,104
3,75.8,25.8,22.6,81.4,65.3,79.4,101.1,2.56,104
4,74.6,25.1,24.1,79.0,63.2,80.2,100.3,2.41,104
5,73.9,25.1,23.0,76.8,63.3,78.6,99.8,2.44,104
6,84.4,24.4,23.9,76.7,59.9,81.1,101.6,2.44,104
7,82.9,25.4,26.1,76.0,60.3,81.2,102.6,2.53,104
8,80.8,24.5,27.2,70.1,59.6,80.1,94.3,2.39,104
9,79.3,26.2,29.5,73.0,63.1,81.5,92.1,2.31,104
10,76.9,25.6,28.9,67.6,65.4,85.5,98.7,2.38,104
11,75.8,26.9,31.4,65.6,64.3,83.6,98.0,2.39,104
12,85.2,27.3,32.0,64.7,62.2,83.3,99.1,2.4,104
13,83.1,27.6,31.8,65.2,65.7,84.0,97.9,2.46,104
14,82.3,28.2,31.3,65.4,68.2,84.0,96.4,2.59,104
15,91.8,29.1,31.6,63.3,66.8,87.4,94.9,2.56,104
16,89.0,28.8,31.9,64.2,66.6,86.4,94.9,2.63,104
17,87.7,29.3,30.4,70.2,66.1,85.4,91.9,2.72,104
18,86.9,28.8,30.7,64.2,66.2,84.9,89.4,2.51,104
19,85.7,28.4,29.0,67.7,69.8,85.0,86.4,2.39,104
20,84.4,28.4,29.8,69.6,70.1,88.3,81.7,2.43,104
21,82.8,28.3,27.6,74.5,68.1,89.9,83.2,2.31,104
22,80.9,27.9,26.6,75.0,68.3,91.8,85.5,2.29,104
23,80.6,28.0,24.7,76.6,67.0,95.8,87.3,2.33,104
0,79.7,26.5,24.2,75.8,67.2,94.6,91.0,2.4,105
1,79.1,25.9,25.1,79.0,67.2,95.0,87.7,2.28,105
2,76.9,26.4,24.2,77.6,67.0,95.8,85.7,2.31,105
3,76.1,25.4,24.3,78.8,68.9,98.2,82.6,2.5,105
4,74.7,25.4,23.5,78.6,70.2,95.7,83.2,2.34,105
5,73.1,24.8,24.1,78.2,68.0,94.1,87.9,2.45,105
6,83.3,24.9,24.4,76.3,69.0,93.8,87.3,2.59,105
7,80.8,24.8,26.2,76.4,65.9,94.8,84.4,2.59,105
8,78.5,25.2,27.1,73.9,64.8,96.7,81.5,2.63,105
9,76.3,25.6,30.2,69.1,63.8,95.2,83.8,2.48,105
10,74.6,25.8,29.4,67.2,63.5,89.0,87.2,2.52,105
11,72.4,26.4,32.0,66.6,63.2,89.2,85.0,2.6,105
12,82.4,27.7,30.9,64.7,60.7,87.4,90.6,2.57,105
13,81.2,27.4,31.6,66.6,64.9,86.6,90.4,2.64,105
14,78.7,28.4,31.2,63.7,68.7,87.9,91.0,2.65,105
15,89.7,28.8,32.7,65.3,70.6,87.7,87.9,2.57,105
16,88.0,29.1,31.6,66.7,70.1,87.8,88.6,2.42,105
17,85.6,29.5,30.8,64.8,71.1,84.7,92.5,2.19,105
18,83.6,29.0,30.2,66.0,74.1,82.0,95.0,2.12,105
19,83.1,28.9,28.4,67.0,74.3,81.1,99.1,2.23,105
20,80.8,28.1,29.5,71.9,71.9,81.0,96.5,2.17,105
21,81.1,28.0,28.7,72.5,72.9,77.2,97.7,2.24,105
22,80.6,27.0,26.7,74.9,75.3,78.4,95.9,2.19,105
23,79.0,27.4,26.0,76.2,76.7,81.8,97.4,2.13,105
0,78.7,26.3,25.8,77.7,73.5,83.4,93.3,2.05,106
1,77.6,26.8,24.6,79.6,76.1,85.2,95.8,2.0,106
2,76.4,25.9,24.2,78.6,75.6,87.9,95.0,2.07,106
3,75.8,26.3,23.7,81.2,72.9,83.8,94.7,1.99,106
4,74.8,25.2,23.7,81.1,74.7,86.0,99.0,1.95,106
5,74.1,25.1,23.9,77.0,73.2,84.8,96.4,2.08,106
6,83.8,24.5,25.5,77.7,74.7,83.5,97.0,2.13,106
7,82.1,25.4,25.7,78.8,75.5,85.7,96.2,2.02,106
8,80.5,25.3,27.0,79.8,74.6,88.8,101.9,1.9,106
9,78.1,25.9,28.2,70.5,75.1,87.9,100.4,2.05,106
10,76.9,25.2,28.8,68.0,75.5,89.7,99.9,2.32,106
11,75.2,26.8,32.3,62.9,78.8,89.5,99.6,2.33,106
12,85.1,28.0,32.2,64.7,76.7,89.1,99.6,2.26,106
13,83.6,28.7,32.7,63.9,72.7,93.6,95.8,2.15,106
14,81.7,28.2,31.5,63.2,70.2,92.2,98.3,2.24,106
15,92.6,29.7,32.8,67.9,72.1,93.2,98.9,2.13,106
16,90.4,28.5,31.4,65.9,72.0,93.4,99.4,2.13,106
17,89.4,28.5,31.8,64.9,69.7,92.4,95.1,1.98,106
18,89.3,29.3,30.0,66.0,68.5,94.9,93.4,2.23,106
19,88.4,28.2,29.2,70.9,65.1,94.7,96.1,2.15,106
20,86.6,28.4,28.0,70.0,59.7,95.7,95.4,2.04,106
21,85.5,27.8,27.6,71.2,62.0,94.3,94.6,2.02,106
22,84.3,28.4,26.9,71.4,64.0,94.8,94.7,2.26,106
23,84.6,27.3,27.2,75.8,63.4,94.5,95.0,2.15,106
0,83.5,27.5,26.6,78.4,61.6,94.0,92.7,2.12,107
1,82.7,26.6,24.8,79.9,61.1,87.5,94.7,2.13,107
2,82.0,25.7,25.3,79.7,63.4,91.2,91.0,2.15,107
3,80.6,26.5,21.9,82.8,61.8,92.2,88.2,2.16,107
4,79.2,25.4,23.6,77.9,60.4,93.4,88.9,2.0,107
5,78.8,25.4,24.4,79.9,59.6,96.8,90.6,2.16,107
6,89.7,25.2,25.6,78.8,57.9,97.5,86.7,2.15,107
7,88.1,25.7,26.3,73.0,59.2,97.1,82.4,2.22,107
8,87.0,24.5,27.3,73.0,58.5,96.9,81.1,2.25,107
9,84.7,26.1,28.3,68.6,57.4,99.4,84.4,2.2,107
10,82.4,25.4,29.4,68.4,60.0,97.2,82.4,2.23,107
11,80.3,26.3,32.6,64.4,65.0,95.2,80.9,2.21,107
12,89.1,26.7,32.7,65.7,66.1,90.9,84.0,2.19,107
13,87.2,28.1,33.0,66.9,67.5,89.9,85.1,2.22,107
14,84.7,28.5,31.9,63.8,68.6,88.8,86.3,2.32,107
15,94.4,29.1,31.2,63.5,68.5,85.0,87.3,2.22,107
16,90.8,28.2,31.7,63.3,68.0,86.2,87.5,2.17,107
17,88.1,28.6,30.7,67.4,65.3,80.8,89.5,2.17,107
18,88.1,29.1,29.9,66.3,67.1,78.3,92.1,2.25,107
19,86.9,29.0,29.2,71.2,65.6,78.8,93.5,2.39,107
20,85.5,27.8,27.9,74.1,64.9,77.9,91.8,2.49,107
21,84.6,27.9,26.9,75.9,62.0,78.8,93.2,2.43,107
22,83.9,27.9,26.6,77.7,60.4,79.0,96.2,2.31,107
23,82.3,27.6,24.9,76.2,61.8,75.8,98.9,2.31,107
0,80.5,25.7,25.8,78.2,62.6,73.5,100.7,2.36,108
1,78.6,26.6,25.4,77.1,62.4,73.6,94.0,2.45,108
2,77.9,25.7,23.7,76.9,64.1,72.6,91.1,2.5,108
3,77.2,24.9,22.6,81.2,61.2,68.9,94.4,2.61,108
4,76.9,26.0,24.3,77.4,61.7,71.8,91.3,2.68,108
5,75.8,25.1,24.4,81.3,63.3,70.4,94.1,2.73,108
6,85.8,25.3,25.0,76.6,60.8,72.0,97.3,2.93,108
7,83.4,25.3,24.9,75.6,61.8,69.2,97.7,2.92,108
8,81.9,25.1,25.8,76.5,64.8,68.6,98.7,2.96,108
9,79.5,25.3,30.1,71.1,63.9,68.6,96.7,2.99,108
10,76.3,25.7,29.8,68.9,63.7,70.8,96.1,2.88,108
11,74.8,26.9,31.5,65.4,66.3,72.5,99.0,3.03,108
12,83.9,27.4,31.7,66.0,66.9,71.7,102.1,2.99,108
13,81.9,28.1,32.3,63.5,67.3,71.9,103.2,2.84,108
14,80.3,28.3,30.9,62.5,65.8,74.1,102.7,2.92,108
15,89.7,28.2,31.3,62.9,65.1,76.6,101.3,2.98,108
16,88.0,29.5,30.2,62.7,60.1,76.3,101.8,3.24,108
17,86.7,28.7,29.8,64.4,61.8,75.1,100.3,3.2,108
18,85.6,29.2,29.4,69.2,60.2,76.2,96.7,3.1,108
19,84.7,29.4,27.8,69.4,60.5,76.1,97.5,2.92,108
20,83.8,29.3,28.0,69.4,61.4,76.6,100.3,3.02,108
21,83.0,27.8,27.0,74.2,61.5,75.3,99.5,3.0,108
22,82.0,26.9,25.8,74.8,64.1,75.2,98.4,3.02,108
23,81.3,26.9,25.9,76.8,64.3,75.4,97.1,3.01,108
0,81.1,27.6,25.3,75.6,64.5,73.1,94.0,3.0,109
1,80.1,26.3,24.1,77.6,64.0,76.4,92.8,2.92,109
2,78.8,26.2,26.0,79.9,66.8,78.9,92.4,2.87,109
3,77.5,25.8,24.7,79.3,64.3,81.1,91.0,2.88,109
4,76.5,25.3,24.9,81.8,62.8,82.7,89.3,2.88,109
5,75.8,25.6,24.0,80.9,62.9,86.2,84.0,2.95,109
6,85.4,25.8,25.7,80.8,62.4,90.4,83.6,2.97,109
7,83.9,26.0,26.6,76.6,60.8,91.1,86.9,2.84,109
8,82.3,25.3,26.5,72.2,64.9,89.9,86.6,2.74,109
9,80.5,24.9,28.1,70.7,67.2,91.0,86.0,2.63,109
10,78.7,26.3,32.3,72.2,70.9,91.0,86.0,2.83,109
11,75.8,26.6,30.7,67.8,72.2,92.7,89.1,2.8,109
12,84.6,27.1,32.1,64.2,74.1,93.8,88.5,2.87,109
13,83.1,27.1,31.8,65.3,76.7,93.5,89.8,2.96,109
14,81.0,29.0,32.6,63.8,73.7,93.8,87.6,3.03,109
15,91.9,29.2,30.9,64.1,75.3,90.6,91.0,2.98,109
16,89.7,29.0,30.4,67.6,74.1,88.0,89.8,2.94,109
17,87.4,28.9,31.6,67.4,73.3,83.5,90.1,3.1,109
18,86.1,29.1,30.2,69.7,72.9,79.7,88.5,3.16,109
19,86.1,28.4,27.3,72.7,76.6,76.9,90.1,3.31,109
20,85.8,28.7,28.4,70.3,75.4,79.1,87.5,3.28,109
21,84.2,28.7,27.4,73.4,73.9,79.6,88.1,3.24,109
22,82.2,27.7,27.3,76.2,72.7,78.8,86.4,3.11,109
23,80.3,27.5,26.3,77.4,75.5,80.9,83.7,3.1,109
0,79.7,25.9,25.6,76.7,79.2,78.3,81.1,2.89,110
1,78.6,26.3,24.8,78.6,78.9,76.2,81.5,2.87,110
2,78.8,25.1,24.6,82.8,77.0,79.1,77.2,2.94,110
3,77.9,25.7,23.2,78.8,80.3,79.0,80.1,3.03,110
4,76.3,25.7,23.3,80.8,77.0,78.3,84.5,2.67,110
5,74.8,25.3,23.6,80.4,76.1,79.4,84.9,2.59,110
6,85.7,24.9,23.9,75.6,77.3,77.0,82.7,2.65,110
7,84.0,25.4,26.6,77.2,77.3,79.9,86.2,2.54,110
8,82.3,25.0,28.2,71.0,77.5,80.9,84.2,2.55,110
9,80.7,25.5,29.2,71.0,76.8,75.2,87.9,2.49,110
10,78.6,26.0,29.5,70.2,77.2,73.7,85.2,2.55,110
11,76.5,26.0,30.6,65.0,78.9,72.3,84.8,2.55,110
12,86.2,27.2,31.4,61.7,79.3,70.4,86.0,2.79,110
13,85.5,28.0,32.9,64.0,79.8,71.4,87.4,2.8,110
14,83.1,28.3,32.3,64.1,79.3,76.9,92.9,2.84,110
15,92.2,28.8,33.0,64.9,81.2,77.0,95.3,2.92,110
16,90.2,29.6,30.5,65.9,76.8,71.9,94.9,2.85,110
17,88.2,28.9,30.5,67.2,80.1,73.6,97.0,2.83,110
18,86.7,28.8,29.0,65.4,82.3,72.5,97.7,2.69,110
19,86.2,28.5,28.1,71.5,81.2,74.4,100.5,2.76,110
20,85.2,27.7,28.3,67.3,81.3,74.8,100.2,2.8,110
21,85.4,28.6,27.3,72.2,81.0,72.9,99.9,2.73,110
22,84.3,27.5,26.4,75.9,79.6,77.2,99.0,2.81,110
23,82.5,27.3,24.8,74.6,78.9,78.2,97.2,2.85,110
0,81.1,26.5,25.5,74.7,77.7,80.6,99.4,2.94,111
1,79.6,25.8,24.5,77.1,76.0,81.0,101.5,3.01,111
2,77.8,25.6,25.1,78.4,75.7,80.3,100.8,2.96,111
3,77.1,26.3,24.5,83.4,77.4,83.9,104.7,2.83,111
4,75.8,25.8,23.0,77.3,79.4,82.1,105.5,2.85,111
5,75.4,24.6,24.6,80.3,77.5,83.2,107.7,2.9,111
6,85.2,24.7,24.5,77.8,76.2,81.6,107.5,2.91,111
7,82.4,25.2,27.2,74.5,76.1,80.2,109.5,3.0,111
8,81.2,25.7,27.3,70.9,75.5,76.7,108.5,3.0,111
9,77.8,25.2,28.3,68.5,78.0,73.7,107.9,2.9,111
10,74.5,25.6,29.7,68.6,80.9,75.0,108.7,2.88,111
11,72.7,26.5,29.9,67.1,80.4,74.2,107.0,2.93,111
12,83.6,27.3,32.8,66.8,79.7,74.2,106.5,2.99,111
13,81.9,28.9,33.7,62.3,81.7,75.5,107.7,2.87,111
14,79.7,28.7,30.5,60.4,80.7,76.2,108.4,2.63,111
15,90.5,28.8,31.5,65.7,80.5,74.1,108.8,2.69,111
16,87.9,28.8,31.1,66.5,79.3,75.5,108.8,2.58,111
17,84.8,28.7,30.2,68.8,79.7,77.5,112.2,2.62,111
18,84.0,28.6,31.0,64.6,79.9,78.1,115.9,2.44,111
19,83.8,28.6,30.2,72.2,75.6,78.3,118.4,2.59,111
20,83.1,28.6,28.2,71.4,74.5,84.3,121.1,2.83,111
21,81.6,27.3,29.2,76.5,73.9,85.3,122.3,2.76,111
22,80.6,27.7,26.8,74.1,74.6,82.9,124.3,2.84,111
23,79.3,27.3,25.8,78.5,71.3,83.2,121.7,2.94,111
0,77.6,26.6,25.5,76.3,71.4,83.1,118.3,2.84,112
1,77.0,26.5,24.2,82.3,71.6,83.5,116.8,3.01,112
2,76.3,26.2,25.5,78.4,68.7,81.2,118.6,2.86,112
3,74.7,25.0,24.6,77.1,70.8,82.7,119.9,2.71,112
4,73.8,25.4,23.7,80.4,70.2,80.9,114.0,2.6,112
5,73.7,25.1,24.1,81.6,67.7,82.5,119.9,2.46,112
6,82.5,25.8,24.2,80.4,67.5,78.6,118.7,2.55,112
7,80.7,25.1,26.2,75.9,66.8,77.2,113.0,2.57,112
8,77.8,25.5,26.3,74.1,68.8,82.0,115.0,2.53,112
9,75.8,25.1,28.7,70.6,67.5,85.2,112.3,2.61,112
10,73.8,26.3,29.6,70.4,66.5,91.5,113.7,2.58,112
11,71.6,27.1,31.5,67.8,66.7,92.5,113.3,2.62,112
12,81.3,27.7,32.6,63.6,65.8,97.8,114.9,2.59,112
13,78.8,27.7,32.6,65.8,67.9,96.0,115.7,2.58,112
14,77.2,29.0,31.8,64.1,66.6,98.8,119.3,2.73,112
15,88.2,28.4,31.1,66.8,65.8,97.5,119.9,2.77,112
16,86.6,29.2,31.0,64.8,65.2,100.7,123.6,2.81,112
17,84.3,29.1,30.7,66.8,66.2,99.3,126.7,2.82,112
18,83.0,28.8,30.4,67.0,66.1,98.2,118.9,2.72,112
19,82.3,28.4,28.8,66.7,64.6,96.2,114.7,2.64,112
20,80.7,28.3,27.6,69.0,63.8,99.5,115.6,2.7,112
21,79.5,27.8,27.7,74.9,63.9,97.0,117.3,2.62,112
22,78.7,28.4,27.9,75.6,65.0,95.8,119.0,2.65,112
23,77.6,27.7,27.5,74.6,62.7,92.9,122.1,2.83,112
0,75.5,27.5,26.0,78.2,66.1,93.8,121.0,2.69,113
1,75.0,26.4,24.0,78.5,67.3,94.6,121.0,2.47,113
2,74.2,26.0,25.5,80.7,68.0,94.4,117.4,2.54,113
3,72.2,25.8,23.4,79.0,69.1,92.6,122.8,2.35,113
4,70.7,25.7,23.4,80.0,68.3,89.0,125.4,2.39,113
5,70.6,25.3,24.6,77.4,70.8,93.0,125.2,2.38,113
6,80.2,24.6,23.8,80.2,71.4,92.6,125.0,2.33,113
7,77.8,24.9,26.6,76.9,68.6,93.1,122.5,2.34,113
8,76.3,25.5,27.3,73.6,69.6,96.4,124.1,2.34,113
9,74.2,26.6,29.0,75.0,67.9,96.4,123.7,2.23,113
10,72.0,25.8,29.3,70.1,69.2,93.7,122.4,2.31,113
11,68.8,26.5,31.7,68.4,69.0,96.0,123.2,2.23,113
12,78.2,27.2,32.2,65.1,70.7,95.4,126.1,2.46,113
13,75.9,28.6,31.7,63.1,71.4,95.2,125.6,2.39,113
14,74.4,28.6,32.7,65.0,72.8,98.8,133.5,2.28,113
15,85.8,28.8,29.5,64.8,72.7,98.1,126.6,2.11,113
16,83.9,29.0,31.5,64.9,70.1,97.0,125.3,2.15,113
17,82.7,29.0,30.6,68.8,69.6,94.7,120.8,2.17,113
18,82.3,28.9,29.4,67.4,70.2,96.3,118.6,2.19,113
19,80.9,28.9,29.4,70.0,71.3,100.4,124.0,2.4,113
20,79.7,28.6,28.8,71.4,72.6,99.5,122.6,2.6,113
21,78.4,28.4,27.0,70.1,68.7,102.0,119.4,2.69,113
22,78.0,28.2,26.7,75.4,68.9,101.1,123.3,2.73,113
23,76.8,27.1,26.0,77.4,70.8,101.3,127.8,2.75,113
0,76.1,26.7,25.6,77.5,69.8,100.6,129.5,2.7,114
1,75.1,26.2,25.7,78.9,66.6,100.5,127.8,2.73,114
2,74.1,26.1,24.0,78.7,65.7,95.7,127.4,2.73,114
3,73.4,26.0,25.1,78.7,65.3,92.4,128.4,2.69,114
4,72.7,25.6,23.0,78.9,67.7,87.6,128.1,2.66,114
5,71.4,25.2,24.5,76.3,69.4,89.2,124.6,2.68,114
6,81.5,24.7,23.6,79.1,68.1,92.7,123.0,2.7,114
7,80.4,24.6,26.1,73.6,66.2,93.7,125.1,2.7,114
8,78.5,24.7,27.9,72.6,64.7,96.9,125.8,2.76,114
9,76.3,25.2,30.3,66.9,67.4,94.9,129.8,2.95,114
10,74.1,25.9,30.0,66.8,67.0,93.5,130.0,3.05,114
11,72.0,27.1,30.5,66.9,67.4,96.1,130.3,2.92,114
12,81.8,27.6,32.6,64.6,67.3,96.0,129.6,2.79,114
13,79.3,27.4,32.0,64.1,72.0,95.5,125.6,2.75,114
14,78.6,28.0,32.0,64.6,75.6,97.7,121.8,2.74,114
15,87.7,28.8,32.4,61.6,74.7,97.4,116.6,2.72,114
16,85.3,29.3,32.1,67.1,72.7,96.0,117.4,2.79,114
17,82.0,28.9,29.3,65.9,67.9,93.0,118.2,2.69,114
18,81.6,28.8,30.0,68.1,69.3,92.8,117.3,2.63,114
19,80.0,28.5,29.2,70.3,70.3,89.6,119.0,2.66,114
20,79.4,28.7,27.6,66.4,69.5,89.3,120.8,2.58,114
21,78.0,28.1,26.3,75.4,67.8,89.8,122.6,2.7,114
22,76.5,27.6,26.7,73.9,69.5,93.2,127.9,2.71,114
23,74.9,26.7,25.6,77.0,72.3,94.6,131.2,2.59,114
0,73.6,26.9,24.7,76.7,69.5,93.6,129.1,2.42,115
1,72.7,26.2,24.7,77.4,70.6,96.5,127.7,2.61,115
2,72.0,26.1,24.1,81.7,73.0,94.2,127.1,2.51,115
3,70.3,25.0,24.1,77.7,73.8,94.0,128.0,2.49,115
4,69.4,26.0,25.3,80.5,74.1,90.4,127.3,2.54,115
5,69.1,25.2,24.2,78.6,71.0,87.0,125.4,2.5,115
6,79.5,25.5,26.4,79.1,72.8,85.5,121.5,2.52,115
7,77.5,25.3,27.0,77.6,71.3,81.1,124.6,2.6,115
8,75.2,25.4,28.1,74.6,72.6,82.0,124.1,2.52,115
9,72.7,25.3,28.1,71.6,72.1,82.9,125.5,2.54,115
10,69.9,25.7,29.8,66.9,76.0,82.1,121.6,2.48,115
11,69.4,26.1,30.3,65.4,72.7,86.1,118.7,2.46,115
12,79.7,27.6,32.1,65.1,72.9,89.2,118.1,2.51,115
13,77.2,28.1,31.9,66.2,76.1,88.2,117.8,2.55,115
14,73.7,28.8,32.3,65.0,77.8,90.2,117.5,2.49,115
15,83.1,28.5,31.9,64.3,76.5,93.8,118.6,2.49,115
16,80.9,29.0,31.4,65.9,74.8,94.9,118.9,2.43,115
17,78.4,28.5,30.4,68.3,74.6,95.6,122.2,2.58,115
18,77.2,28.1,29.2,68.8,74.2,94.2,122.5,2.53,115
19,77.0,28.6,28.9,71.1,74.9,92.5,117.1,2.63,115
20,74.8,27.8,29.0,70.4,72.4,89.1,117.6,2.46,115
21,74.6,29.4,27.5,74.5,74.2,91.6,118.6,2.45,115
22,73.3,27.8,26.7,73.8,73.3,89.3,117.9,2.81,115
23,73.1,27.7,26.7,76.2,73.3,90.2,114.0,2.75,115
0,71.5,27.2,25.7,78.4,73.6,89.4,111.8,2.81,116
1,70.4,26.5,23.6,76.1,72.7,87.3,111.4,2.71,116
2,69.7,25.6,24.3,78.9,70.4,89.8,112.9,2.76,116
3,69.5,25.8,23.4,80.3,71.7,93.9,109.9,2.71,116
4,69.1,26.1,24.0,80.3,67.7,92.2,107.9,2.86,116
5,67.9,24.8,24.6,81.0,70.4,89.5,106.8,2.88,116
6,78.3,25.5,25.3,73.9,70.3,89.3,109.2,2.91,116
7,77.1,24.9,27.3,73.0,71.0,92.4,111.0,2.97,116
8,74.9,25.5,26.9,75.2,68.9,94.6,111.4,2.82,116
9,73.1,25.2,28.5,71.9,66.3,94.4,113.3,2.96,116
10,70.2,26.4,30.5,71.5,64.6,95.9,114.3,2.81,116
11,68.4,27.2,31.8,65.7,68.2,93.7,111.0,2.81,116
12,78.6,27.3,30.9,66.6,67.8,92.6,107.9,2.82,116
13,76.9,28.0,32.5,68.0,68.6,92.7,105.2,3.0,116
14,75.0,28.8,32.4,60.1,69.1,96.1,102.5,3.08,116
15,86.1,29.1,31.5,61.7,70.4,96.1,103.9,3.04,116
16,84.5,29.6,31.0,64.6,72.0,95.8,103.7,3.04,116
17,82.7,28.9,31.3,64.1,73.0,97.2,101.0,2.77,116
18,81.0,28.8,30.3,70.7,74.8,97.0,104.7,2.72,116
19,78.6,28.7,29.6,69.0,75.9,94.2,106.3,2.63,116
20,78.9,28.5,27.8,69.9,76.8,92.5,106.7,2.56,116
21,77.3,27.4,26.2,75.1,76.7,96.7,112.7,2.49,116
22,76.0,27.9,26.7,75.6,75.3,96.0,113.1,2.42,116
23,75.7,27.7,25.8,75.0,75.3,98.8,112.1,2.47,116
0,74.3,26.9,25.7,78.6,77.5,97.4,111.9,2.53,117
1,73.3,26.5,24.2,76.8,78.2,96.6,111.7,2.49,117
2,72.3,25.8,24.9,78.1,80.1,98.1,111.7,2.39,117
3,70.6,25.8,24.4,81.9,79.1,93.3,107.0,2.51,117
4,70.0,25.3,23.4,78.5,81.1,94.3,103.5,2.66,117
5,68.6,25.2,25.0,78.6,76.7,91.8,103.3,2.54,117
6,78.9,24.8,24.7,77.3,77.1,88.0,103.6,2.53,117
7,76.6,25.2,25.4,75.0,74.8,87.7,107.7,2.45,117
8,74.0,25.6,27.5,68.8,74.2,88.7,106.6,2.6,117
9,71.4,25.3,28.7,67.8,71.8,91.1,108.0,2.61,117
10,69.8,26.1,29.3,68.3,70.0,90.5,109.3,2.84,117
11,66.7,27.1,31.6,68.3,71.4,86.9,112.0,2.82,117
12,75.9,27.3,31.8,65.7,71.5,85.0,112.3,2.72,117
13,74.1,27.6,31.4,63.1,74.6,85.1,110.4,2.71,117
14,72.0,28.8,30.5,63.9,75.1,84.0,108.5,2.68,117
15,82.2,28.8,32.0,61.7,74.5,81.0,106.8,2.75,117
16,79.7,29.1,31.3,65.1,76.9,77.4,104.5,2.75,117
17,77.1,28.9,30.8,66.2,78.0,77.4,105.1,2.76,117
18,76.9,29.0,31.1,66.9,78.9,79.4,103.0,2.7,117
19,77.0,28.6,27.2,70.6,79.1,80.2,102.3,2.66,117
